ФИО,Учитель,Школа,Класс,Параллель,Сектор,Статус,Задание,Топик,Сложность,Балл,Макс,Уровень_ученика
Дмитрий Кузнецов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,1,2,базовый
Дмитрий Кузнецов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,2,2,базовый
Дмитрий Кузнецов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,2,2,базовый
Дмитрий Кузнецов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,2,2,базовый
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,1,Числа и счёт,1,0,1,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,1,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,0,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,1,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,8,Таблица умножения,2,2,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,9,Деление,2,1,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,10,Порядок действий,2,2,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,11,Текстовая задача,2,2,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,2,3,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,2,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,0,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,0,2,удовлетворительный
Тимур Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,2,2,удовлетворительный
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,1,Числа и счёт,1,1,1,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,1,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,2,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,2,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,2,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,8,Таблица умножения,2,0,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,9,Деление,2,2,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,10,Порядок действий,2,2,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,11,Текстовая задача,2,2,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,3,3,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,2,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,0,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,1,2,базовый
Иван Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,1,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,1,Числа и счёт,1,1,1,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,1,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,1,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,2,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,1,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,8,Таблица умножения,2,1,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,9,Деление,2,2,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,10,Порядок действий,2,1,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,11,Текстовая задача,2,2,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,2,3,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,1,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,1,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,2,2,базовый
Никита Кузнецова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,2,2,базовый
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,1,Числа и счёт,1,1,1,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,2,Сравнение чисел,1,0,1,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,1,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,0,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,2,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,1,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,8,Таблица умножения,2,1,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,9,Деление,2,1,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,10,Порядок действий,2,1,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,11,Текстовая задача,2,1,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,2,3,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,0,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,1,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,1,2,недостаточный
Артём Морозова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,0,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,1,Числа и счёт,1,0,1,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,2,Сравнение чисел,1,0,1,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,2,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,2,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,1,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,0,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,8,Таблица умножения,2,2,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,9,Деление,2,0,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,10,Порядок действий,2,0,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,11,Текстовая задача,2,1,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,0,3,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,1,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,0,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,0,2,недостаточный
Ева Новиков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,2,2,недостаточный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,1,Числа и счёт,1,1,1,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,0,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,0,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,2,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,2,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,8,Таблица умножения,2,1,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,9,Деление,2,2,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,10,Порядок действий,2,1,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,11,Текстовая задача,2,1,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,2,3,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,2,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,0,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,2,2,удовлетворительный
Дмитрий Попова,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,2,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,1,Числа и счёт,1,0,1,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,2,Сравнение чисел,1,0,1,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,0,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,2,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,1,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,0,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,8,Таблица умножения,2,2,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,9,Деление,2,2,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,10,Порядок действий,2,2,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,11,Текстовая задача,2,0,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,1,3,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,1,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,1,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,2,2,удовлетворительный
Егор Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,1,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,1,Числа и счёт,1,1,1,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,1,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,0,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,2,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,8,Таблица умножения,2,1,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,9,Деление,2,1,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,10,Порядок действий,2,2,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,11,Текстовая задача,2,0,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,2,3,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,1,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,2,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,0,2,удовлетворительный
Роман Волков,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,1,2,удовлетворительный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,1,Числа и счёт,1,1,1,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,0,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,1,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,0,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,1,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,8,Таблица умножения,2,2,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,9,Деление,2,1,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,10,Порядок действий,2,0,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,11,Текстовая задача,2,1,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,1,3,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,1,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,14,Периметр,3,1,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,15,Единицы измерения,2,1,2,недостаточный
Ева Попов,Учитель 14,Школа №12,3Б,3,RU,не в проекте,16,Логическая задача,3,2,2,недостаточный
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,1,Числа и счёт,1,1,1,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,1,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,2,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,2,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,2,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,1,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,8,Таблица умножения,2,2,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,9,Деление,2,2,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,10,Порядок действий,2,1,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,11,Текстовая задача,2,2,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,1,3,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,1,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,14,Периметр,3,2,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,15,Единицы измерения,2,2,2,базовый
Тимур Волкова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,16,Логическая задача,3,2,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,1,Числа и счёт,1,1,1,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,2,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,1,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,2,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,2,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,2,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,8,Таблица умножения,2,2,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,9,Деление,2,2,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,10,Порядок действий,2,2,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,11,Текстовая задача,2,1,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,2,3,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,2,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,14,Периметр,3,1,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,15,Единицы измерения,2,1,2,базовый
Милана Смирнова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,16,Логическая задача,3,2,2,базовый
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,1,Числа и счёт,1,0,1,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,1,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,0,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,1,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,1,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,2,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,8,Таблица умножения,2,0,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,9,Деление,2,1,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,10,Порядок действий,2,2,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,11,Текстовая задача,2,0,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,2,3,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,2,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,14,Периметр,3,1,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,15,Единицы измерения,2,2,2,удовлетворительный
Дарья Соколова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,16,Логическая задача,3,0,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,1,Числа и счёт,1,0,1,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,2,Сравнение чисел,1,0,1,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,2,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,2,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,1,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,1,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,0,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,8,Таблица умножения,2,1,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,9,Деление,2,1,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,10,Порядок действий,2,2,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,11,Текстовая задача,2,1,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,2,3,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,1,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,14,Периметр,3,2,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,15,Единицы измерения,2,1,2,удовлетворительный
Глеб Волков,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,16,Логическая задача,3,1,2,удовлетворительный
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,1,Числа и счёт,1,1,1,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,2,Сравнение чисел,1,1,1,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,3,Сложение в пределах 100,2,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,4,Вычитание в пределах 100,2,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,5,Разрядный состав числа,2,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,6,Сложение с переходом через десяток,2,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,7,Вычитание с переходом через десяток,2,1,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,8,Таблица умножения,2,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,9,Деление,2,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,10,Порядок действий,2,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,11,Текстовая задача,2,1,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,12,Составная задача (2 действия),3,2,3,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,13,Геометрические фигуры,1,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,14,Периметр,3,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,15,Единицы измерения,2,2,2,продвинутый
Ева Попова,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,16,Логическая задача,3,2,2,продвинутый
Полина Смирнов,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,1,Числа и счёт,1,0,1,недостаточный
Полина Смирнов,Учитель 15,Гимназия №7,3Б,3,RU,не в проекте,2,Сравнение чисел,1,0,1,недостаточный
